,date,U2,Alphabet
0,2015-01-04,7,33
1,2015-01-11,50,46
2,2015-01-18,0,80
3,2015-01-25,13,37
4,2015-02-01,19,66
5,2015-02-08,16,71
6,2015-02-15,11,74
7,2015-02-22,0,47
8,2015-03-01,7,61
9,2015-03-08,9,47
10,2015-03-15,0,100
11,2015-03-22,20,37
12,2015-03-29,18,59
13,2015-04-05,0,32
14,2015-04-12,10,51
15,2015-04-19,16,63
16,2015-04-26,0,81
17,2015-05-03,22,16
18,2015-05-10,26,55
19,2015-05-17,21,50
20,2015-05-24,52,50
21,2015-05-31,13,42
22,2015-06-07,20,23
23,2015-06-14,0,32
24,2015-06-21,0,55
25,2015-06-28,15,30
26,2015-07-05,12,57
27,2015-07-12,26,64
28,2015-07-19,8,42
29,2015-07-26,0,48
30,2015-08-02,26,77
31,2015-08-09,0,68
32,2015-08-16,0,68
33,2015-08-23,0,62
34,2015-08-30,0,28
35,2015-09-06,0,76
36,2015-09-13,0,73
37,2015-09-20,21,29
38,2015-09-27,15,60
39,2015-10-04,8,50
40,2015-10-11,0,54
41,2015-10-18,0,34
42,2015-10-25,0,55
43,2015-11-01,9,52
44,2015-11-08,0,67
45,2015-11-15,9,53
46,2015-11-22,31,61
47,2015-11-29,0,42
48,2015-12-06,33,60
49,2015-12-13,0,48
50,2015-12-20,0,37
51,2015-12-27,0,35
52,2016-01-03,10,59
53,2016-01-10,0,62
54,2016-01-17,0,50
55,2016-01-24,0,35
56,2016-01-31,0,66
57,2016-02-07,20,69
58,2016-02-14,16,37
59,2016-02-21,20,50
60,2016-02-28,5,44
61,2016-03-06,0,47
62,2016-03-13,0,45
63,2016-03-20,8,59
64,2016-03-27,0,42
65,2016-04-03,10,29
66,2016-04-10,8,44
67,2016-04-17,0,27
68,2016-04-24,20,74
69,2016-05-01,6,57
70,2016-05-08,6,39
71,2016-05-15,13,38
72,2016-05-22,11,35
73,2016-05-29,6,52
74,2016-06-05,10,44
75,2016-06-12,0,40
76,2016-06-19,8,50
77,2016-06-26,13,54
78,2016-07-03,8,28
79,2016-07-10,0,42
80,2016-07-17,19,34
81,2016-07-24,0,31
82,2016-07-31,14,55
83,2016-08-07,8,57
84,2016-08-14,7,88
85,2016-08-21,10,55
86,2016-08-28,0,44
87,2016-09-04,0,65
88,2016-09-11,6,48
89,2016-09-18,32,46
90,2016-09-25,7,49
91,2016-10-02,0,38
92,2016-10-09,0,51
93,2016-10-16,6,43
94,2016-10-23,0,83
95,2016-10-30,0,37
96,2016-11-06,7,16
97,2016-11-13,0,44
98,2016-11-20,0,33
99,2016-11-27,8,48
100,2016-12-04,5,54
101,2016-12-11,0,51
102,2016-12-18,0,49
103,2016-12-25,8,27
104,2017-01-01,13,37
105,2017-01-08,36,47
106,2017-01-15,19,46
107,2017-01-22,9,55
108,2017-01-29,11,63
109,2017-02-05,22,45
110,2017-02-12,19,48
111,2017-02-19,13,36
112,2017-02-26,13,44
113,2017-03-05,13,60
114,2017-03-12,24,34
115,2017-03-19,17,46
116,2017-03-26,9,53
117,2017-04-02,0,48
118,2017-04-09,0,35
119,2017-04-16,6,50
120,2017-04-23,10,43
121,2017-04-30,0,51
122,2017-05-07,14,57
123,2017-05-14,8,63
124,2017-05-21,53,28
125,2017-05-28,16,24
126,2017-06-04,32,41
127,2017-06-11,9,60
128,2017-06-18,17,40
129,2017-06-25,16,37
130,2017-07-02,15,42
131,2017-07-09,8,47
132,2017-07-16,0,45
133,2017-07-23,5,34
134,2017-07-30,13,58
135,2017-08-06,0,42
136,2017-08-13,13,58
137,2017-08-20,0,54
138,2017-08-27,16,52
139,2017-09-03,13,66
140,2017-09-10,22,55
141,2017-09-17,19,63
142,2017-09-24,9,55
143,2017-10-01,20,57
144,2017-10-08,7,41
145,2017-10-15,10,65
146,2017-10-22,11,54
147,2017-10-29,7,38
148,2017-11-05,0,54
149,2017-11-12,11,56
150,2017-11-19,13,41
151,2017-11-26,19,47
152,2017-12-03,16,44
153,2017-12-10,5,48
154,2017-12-17,5,35
155,2017-12-24,21,32
156,2017-12-31,9,20
157,2018-01-07,4,32
158,2018-01-14,18,50
159,2018-01-21,20,52
160,2018-01-28,25,49
161,2018-02-04,0,51
162,2018-02-11,17,58
163,2018-02-18,9,52
164,2018-02-25,13,39
165,2018-03-04,0,44
166,2018-03-11,7,44
167,2018-03-18,9,46
168,2018-03-25,0,43
169,2018-04-01,17,51
170,2018-04-08,8,50
171,2018-04-15,0,37
172,2018-04-22,13,51
173,2018-04-29,11,42
174,2018-05-06,24,48
175,2018-05-13,14,43
176,2018-05-20,20,24
177,2018-05-27,8,30
178,2018-06-03,0,40
179,2018-06-10,11,17
180,2018-06-17,6,17
181,2018-06-24,30,41
182,2018-07-01,15,24
183,2018-07-08,6,33
184,2018-07-15,7,35
185,2018-07-22,10,38
186,2018-07-29,0,36
187,2018-08-05,12,52
188,2018-08-12,0,65
189,2018-08-19,12,60
190,2018-08-26,5,58
191,2018-09-02,0,41
192,2018-09-09,0,51
193,2018-09-16,7,54
194,2018-09-23,0,43
195,2018-09-30,7,53
196,2018-10-07,0,42
197,2018-10-14,0,80
198,2018-10-21,8,63
199,2018-10-28,15,40
200,2018-11-04,12,38
201,2018-11-11,0,38
202,2018-11-18,0,40
203,2018-11-25,0,48
204,2018-12-02,13,39
205,2018-12-09,7,39
206,2018-12-16,7,33
207,2018-12-23,0,40
208,2018-12-30,13,29
209,2019-01-06,0,54
210,2019-01-13,4,36
211,2019-01-20,8,55
212,2019-01-27,0,57
213,2019-02-03,9,47
214,2019-02-10,11,48
215,2019-02-17,7,36
216,2019-02-24,9,41
217,2019-03-03,12,41
218,2019-03-10,4,32
219,2019-03-17,12,49
220,2019-03-24,6,36
221,2019-03-31,4,46
222,2019-04-07,6,42
223,2019-04-14,5,52
224,2019-04-21,10,45
225,2019-04-28,10,43
226,2019-05-05,0,36
227,2019-05-12,5,45
228,2019-05-19,15,47
229,2019-05-26,13,34
230,2019-06-02,0,48
231,2019-06-09,0,37
232,2019-06-16,9,38
233,2019-06-23,4,34
234,2019-06-30,0,35
235,2019-07-07,5,37
236,2019-07-14,5,37
237,2019-07-21,11,39
238,2019-07-28,0,44
239,2019-08-04,10,34
240,2019-08-11,0,59
241,2019-08-18,18,57
242,2019-08-25,10,63
243,2019-09-01,4,58
244,2019-09-08,8,51
245,2019-09-15,7,47
246,2019-09-22,5,44
247,2019-09-29,14,46
248,2019-10-06,0,48
249,2019-10-13,5,42
250,2019-10-20,10,60
251,2019-10-27,3,68
252,2019-11-03,12,46
253,2019-11-10,5,52
254,2019-11-17,8,40
255,2019-11-24,10,40
256,2019-12-01,4,52
257,2019-12-08,4,43
258,2019-12-15,5,40
259,2019-12-22,12,41
260,2019-12-29,8,40
